"PLANTID" "GARDENID" "YEAR" "SEASON" "LENGTHFRUIT" "WIDTHFRUIT" "NFERT"
"1622" "RAS_1556" "RAS" 2022 "S2" 11.69 8.11 10
"1623" "RAS_1556" "RAS" 2022 "S2" 11.71 9.01 10
"1624" "RAS_1557" "RAS" 2021 "S2" 12.79 10.24 10
"1625" "RAS_1557" "RAS" 2021 "S2" 14.98 9.36 10
"1626" "RAS_1557" "RAS" 2021 "S2" 14.95 9.1 10
"1627" "RAS_1557" "RAS" 2022 "S2" 6.7 4.3 10
"1628" "RAS_1559" "RAS" 2022 "S2" 11.52 8.58 9
"1629" "RAS_1559" "RAS" 2022 "S2" 8.9 6.86 9
"1630" "RAS_1562" "RAS" 2021 "S3" 10 8.9 8
"1631" "RAS_1562" "RAS" 2022 "S2" 8.7 7.2 10
"1632" "RAS_1562" "RAS" 2022 "S2" 9.1 6.8 10
"1633" "RAS_1562" "RAS" 2022 "S2" 8.5 5.3 10
"1634" "RAS_1565" "RAS" 2021 "S3" 9 5.3 8
"1635" "RAS_1565" "RAS" 2021 "S3" 14.5 10.4 7
"1636" "RAS_1567" "RAS" 2021 "S3" 10.5 7.8 6
"1637" "RAS_1567" "RAS" 2022 "S2" 5.7 8 10
"1638" "RAS_1567" "RAS" 2022 "S2" 5.3 7.8 10
"1639" "RAS_1570" "RAS" 2021 "S2" 14.93 13.82 10
"1640" "RAS_1570" "RAS" 2022 "S2" 7.6 5.65 10
"1641" "RAS_1572" "RAS" 2021 "S3" 11.5 9.25 7
"1642" "RAS_1572" "RAS" 2021 "S3" 13.4 8.7 8
"1643" "RAS_1572" "RAS" 2021 "S3" 12.45 7.98 3
"1644" "RAS_1572" "RAS" 2022 "S2" 9.8 6.4 10
"1645" "RAS_1574" "RAS" 2022 "S2" 8.51 6.21 10
"1646" "RAS_1576" "RAS" 2021 "S3" 11.9 8.2 10
"1647" "RAS_1577" "RAS" 2021 "S2" 11.7 7.49 5
"1648" "RAS_1577" "RAS" 2021 "S2" 8.82 6.02 4
"1649" "RAS_1580" "RAS" 2021 "S3" 12.7 7.9 8
"1650" "RAS_1580" "RAS" 2021 "S3" 13.12 7.6 8
"1651" "RAS_1580" "RAS" 2021 "S3" 12.4 8.5 6
"1652" "RAS_1580" "RAS" 2021 "S3" 13.6 7.7 7
"1653" "RAS_1582" "RAS" 2021 "S3" 8.92 6.04 4
"1654" "RAS_1584" "RAS" 2022 "S2" 6.76 5.98 10
"1655" "RAS_1584" "RAS" 2022 "S2" 7.97 5.98 10
"1656" "RAS_1584" "RAS" 2022 "S2" 5.9 6.23 9
"1657" "RAS_1585" "RAS" 2021 "S2" 15.11 13.26 10
"1658" "RAS_1585" "RAS" 2021 "S2" 13.27 10.27 10
"1659" "RAS_1585" "RAS" 2021 "S2" 12.16 11.76 10
"1660" "RAS_1585" "RAS" 2021 "S2" 8.55 7.5 5
"1661" "RAS_1585" "RAS" 2021 "S3" 11.3 8.3 5
"1662" "RAS_1585" "RAS" 2021 "S3" 12.2 10.3 7
"1663" "RAS_1586" "RAS" 2021 "S2" 10.48 9.69 10
"1664" "RAS_1586" "RAS" 2021 "S2" 4.54 4.24 10
"1665" "RAS_1586" "RAS" 2021 "S2" 13.73 7.45 10
"1666" "RAS_1586" "RAS" 2021 "S3" 9.8 6.35 10
"1667" "RAS_1586" "RAS" 2021 "S3" 9.6 9.5 9
"1668" "RAS_1587" "RAS" 2021 "S3" 10.8 9.17 9
"1669" "RAS_1587" "RAS" 2021 "S3" 10.7 9.11 7
"1670" "RAS_1587" "RAS" 2022 "S2" 7.2 7.6 10
"1671" "RAS_1587" "RAS" 2022 "S2" 9.2 7.2 10
"1672" "RAS_1587" "RAS" 2022 "S2" 10.3 7.9 10
"1673" "RAS_1587" "RAS" 2022 "S2" 6.3 6.6 10
"1674" "RAS_1587" "RAS" 2022 "S2" 6.7 6.6 10
"1675" "RAS_1588" "RAS" 2021 "S2" 16.38 11.26 8
"1676" "RAS_1589" "RAS" 2022 "S2" 10.99 8.76 10
"1677" "RAS_1589" "RAS" 2022 "S2" 9.8 7.9 10
"1678" "RAS_1590" "RAS" 2021 "S2" 15.45 10.45 10
"1679" "RAS_1590" "RAS" 2022 "S2" 7.32 7.59 10
"1680" "RAS_1593" "RAS" 2021 "S3" 14 10.2 9
"1681" "RAS_1593" "RAS" 2021 "S3" 12 9.8 7
"1682" "RAS_1593" "RAS" 2022 "S2" 8.7 5.1 10
"1683" "RAS_1594" "RAS" 2022 "S2" 7.5 4.98 10
"1684" "RAS_1599" "RAS" 2022 "S2" 7 5.4 10
"1685" "RAS_1599" "RAS" 2022 "S2" 9.2 7.9 10
"1686" "KEV_0020" "KEV" 2022 "S2" 14.75 10.98 7
"1687" "KEV_0028" "KEV" 2022 "S2" 16.98 15.35 10
"1688" "KEV_0028" "KEV" 2022 "S2" 12.65 12.21 10
"1689" "KEV_0028" "KEV" 2022 "S2" 12.77 12.57 10
"1690" "KEV_0028" "KEV" 2022 "S2" 15.12 15.55 10
"1691" "KEV_0028" "KEV" 2022 "S2" 12.27 11.91 10
"1692" "KEV_0029" "KEV" 2022 "S2" 10.61 12.03 10
"1693" "KEV_0029" "KEV" 2022 "S2" 13.74 17.19 10
"1694" "KEV_0029" "KEV" 2022 "S2" 10.38 13.54 10
"1695" "KEV_0029" "KEV" 2022 "S2" 11.57 17.39 9
"1696" "KEV_0029" "KEV" 2022 "S2" 10.25 14.42 10
"1697" "KEV_0038" "KEV" 2022 "S2" 12.34 13.25 10
"1698" "KEV_0038" "KEV" 2022 "S2" 13.26 14.16 9
"1699" "KEV_0038" "KEV" 2022 "S2" 13.02 15.06 10
"1700" "KEV_0065" "KEV" 2022 "S2" 11.19 11.98 10
"1701" "KEV_0065" "KEV" 2022 "S2" 10.87 13.26 10
"1702" "KEV_0065" "KEV" 2022 "S2" 14.47 15.14 8
"1703" "KEV_0065" "KEV" 2022 "S2" 12.84 12.8 10
"1704" "KEV_0067" "KEV" 2022 "S2" 10.48 10.74 8
"1705" "KEV_0067" "KEV" 2022 "S2" 8.99 6.65 10
"1706" "KEV_0067" "KEV" 2022 "S2" 10.23 10.16 10
"1707" "KEV_0075" "KEV" 2022 "S2" 10.33 8.14 10
"1708" "KEV_0075" "KEV" 2022 "S2" 11.52 11.13 10
"1709" "KEV_0075" "KEV" 2022 "S2" 16.21 10.35 10
"1710" "KEV_0075" "KEV" 2022 "S2" 12.67 9.45 10
"1711" "KEV_0076" "KEV" 2022 "S2" 10.63 10.4 10
"1712" "KEV_0076" "KEV" 2022 "S2" 11.65 13.56 10
"1713" "KEV_0076" "KEV" 2022 "S2" 12.05 13.7 10
"1714" "KEV_0076" "KEV" 2022 "S2" 11.15 12.26 10
"1715" "KEV_0076" "KEV" 2022 "S2" 12.05 11.3 10
"1716" "KEV_0078" "KEV" 2022 "S2" 14.43 13.84 10
"1717" "KEV_0086" "KEV" 2022 "S2" 10.06 11.33 10
"1718" "KEV_0092" "KEV" 2022 "S2" 14.66 9.42 10
"1719" "KEV_0093" "KEV" 2021 "S2" 17.98 11.68 10
"1720" "KEV_0093" "KEV" 2021 "S2" 15.3 12.63 8
"1721" "KEV_0094" "KEV" 2022 "S2" 15.56 12.67 10
"1722" "KEV_0104" "KEV" 2022 "S2" 18.1 15.16 10
"1723" "KEV_0104" "KEV" 2022 "S2" 17.82 15.96 10
"1724" "KEV_0104" "KEV" 2022 "S2" 12.96 10.72 10
"1725" "KEV_0105" "KEV" 2022 "S2" 16.68 13.65 9
"1726" "KEV_0109" "KEV" 2022 "S2" 12.54 15.6 10
"1727" "KEV_0109" "KEV" 2022 "S2" 13.02 14.47 8
"1728" "KEV_0112" "KEV" 2022 "S2" 11.8 15.02 10
"1729" "KEV_0112" "KEV" 2022 "S2" 12.75 12.5 10
"1730" "KEV_0112" "KEV" 2022 "S2" 6.28 6.56 7
"1731" "KEV_0112" "KEV" 2022 "S2" 13.4 11.82 10
"1732" "KEV_0118" "KEV" 2022 "S2" 14.97 14.55 10
"1733" "KEV_0187" "KEV" 2022 "S2" 11.78 9.92 10
"1734" "KEV_0196" "KEV" 2022 "S2" 10.98 12.63 10
"1735" "KEV_0196" "KEV" 2022 "S2" 12.11 13.4 10
"1736" "KEV_0196" "KEV" 2022 "S2" 9.82 9.9 10
"1737" "KEV_0196" "KEV" 2022 "S2" 8.11 8.48 10
"1738" "KEV_0196" "KEV" 2022 "S2" 10 12.42 10
"1739" "KEV_0198" "KEV" 2022 "S2" 11.35 10.22 10
"1740" "KEV_0198" "KEV" 2022 "S2" 12.49 10.64 10
"1741" "KEV_0198" "KEV" 2022 "S2" 13.84 13.48 10
"1742" "KEV_0206" "KEV" 2022 "S2" 18.94 16.14 10
"1743" "KEV_0206" "KEV" 2022 "S2" 15.6 18.87 10
"1744" "KEV_0206" "KEV" 2022 "S2" 14.91 13.79 10
"1745" "KEV_0206" "KEV" 2022 "S2" 15.87 16.05 10
"1746" "KEV_0206" "KEV" 2022 "S2" 13.75 12.17 10
"1747" "KEV_0216" "KEV" 2022 "S2" 13.12 11.84 9
"1748" "KEV_0225" "KEV" 2022 "S2" 13.27 9.4 9
"1749" "KEV_0225" "KEV" 2022 "S2" 10.9 13.47 8
"1750" "KEV_0225" "KEV" 2022 "S2" 14.05 10.72 7
"1751" "KEV_0227" "KEV" 2022 "S2" 15.32 10.09 10
"1752" "KEV_0227" "KEV" 2022 "S2" 12.43 10.99 10
"1753" "KEV_0229" "KEV" 2022 "S2" 14.5 11.33 10
"1754" "KEV_0229" "KEV" 2022 "S2" 12.37 9.84 9
"1755" "KEV_0229" "KEV" 2022 "S2" 14.96 10 9
"1756" "KEV_0234" "KEV" 2022 "S2" 10.88 12.05 10
"1757" "KEV_0234" "KEV" 2022 "S2" 9.53 10.3 9
"1758" "KEV_0234" "KEV" 2022 "S2" 12.61 12.7 9
"1759" "KEV_0234" "KEV" 2022 "S2" 10.68 11.67 9
"1760" "KEV_0234" "KEV" 2022 "S2" 10.95 12.23 10
"1761" "KEV_0235" "KEV" 2022 "S2" 13.12 13.23 10
"1762" "KEV_0235" "KEV" 2022 "S2" 16.14 12.48 10
"1763" "KEV_0235" "KEV" 2022 "S2" 13.31 10.92 10
"1764" "KEV_0236" "KEV" 2022 "S2" 14.39 12.45 10
"1765" "KEV_0236" "KEV" 2022 "S2" 11.68 10.09 10
"1766" "KEV_0236" "KEV" 2022 "S2" 13.3 14.29 10
"1767" "KEV_0236" "KEV" 2022 "S2" 11.94 12.08 10
"1768" "KEV_0236" "KEV" 2022 "S2" 13.57 12.06 10
"1769" "KEV_0237" "KEV" 2022 "S2" 14.43 12.8 9
"1770" "KEV_0237" "KEV" 2022 "S2" 19.3 13.19 9
"1771" "KEV_0237" "KEV" 2022 "S2" 15.8 11.46 10
"1772" "KEV_0237" "KEV" 2022 "S2" 12.85 10.49 10
"1773" "KEV_0237" "KEV" 2022 "S2" 14.24 10.54 10
"1774" "KEV_0246" "KEV" 2022 "S2" 9.66 9.19 10
"1775" "KEV_0246" "KEV" 2022 "S2" 10.14 10.19 10
"1776" "KEV_0246" "KEV" 2022 "S2" 17.71 11.81 10
"1777" "KEV_0246" "KEV" 2022 "S2" 13.17 12.14 9
"1778" "KEV_0246" "KEV" 2022 "S2" 9.33 8.51 9
"1779" "KEV_0249" "KEV" 2022 "S2" 12.18 11.23 10
"1780" "KEV_0249" "KEV" 2022 "S2" 8.29 8.3 7
"1781" "KEV_0249" "KEV" 2022 "S2" 7.79 8.87 10
"1782" "KEV_0249" "KEV" 2022 "S2" 9.27 8.46 9
"1783" "KEV_0249" "KEV" 2022 "S2" 8.24 8.76 10
"1784" "KEV_0252" "KEV" 2022 "S1" 10.37 8.71 10
"1785" "KEV_0252" "KEV" 2022 "S2" 10.72 9.39 10
"1786" "KEV_0252" "KEV" 2022 "S1" 9.7 10.11 10
"1787" "KEV_0252" "KEV" 2022 "S2" 13.56 9.92 10
"1788" "KEV_0252" "KEV" 2022 "S1" 8.84 8.35 10
"1789" "KEV_0252" "KEV" 2022 "S2" 10.72 9.1 10
"1790" "KEV_0252" "KEV" 2022 "S2" 9.54 9.18 10
"1791" "KEV_0252" "KEV" 2022 "S2" 8.33 7.66 10
"1792" "KEV_0256" "KEV" 2022 "S2" 14.45 10.71 10
"1793" "KEV_0256" "KEV" 2022 "S2" 13.41 10.52 10
"1794" "KEV_0256" "KEV" 2022 "S2" 12.63 10.04 10
"1795" "KEV_0256" "KEV" 2022 "S2" 7.78 8.52 10
"1796" "KEV_0256" "KEV" 2022 "S2" 10.83 10.92 10
"1797" "KEV_0257" "KEV" 2022 "S2" 10.58 7.61 9
"1798" "KEV_0257" "KEV" 2022 "S2" 7.52 6.42 10
"1799" "KEV_0257" "KEV" 2022 "S2" 8.53 7.69 10
"1800" "KEV_0257" "KEV" 2022 "S2" 9.23 8.73 10
"1801" "KEV_0257" "KEV" 2022 "S2" 10.39 7.98 10
"1802" "KEV_0261" "KEV" 2022 "S2" 15.24 14.21 9
"1803" "KEV_0261" "KEV" 2022 "S2" 11.07 9.96 10
"1804" "KEV_0261" "KEV" 2022 "S2" 13.4 13.13 8
"1805" "KEV_0261" "KEV" 2022 "S2" 17.27 12.29 9
"1806" "KEV_0261" "KEV" 2022 "S2" 13.57 9.53 10
"1807" "KEV_0264" "KEV" 2022 "S2" 10.12 9.28 10
"1808" "KEV_0264" "KEV" 2022 "S2" 9.65 9.77 10
"1809" "KEV_0264" "KEV" 2022 "S2" 8.9 8.04 10
"1810" "KEV_0264" "KEV" 2022 "S2" 9.82 9.12 10
"1811" "KEV_0264" "KEV" 2022 "S2" 8.98 8.61 10
"1812" "KEV_0265" "KEV" 2022 "S2" 11.83 9.77 7
"1813" "KEV_0265" "KEV" 2022 "S2" 9.3 11.62 4
"1814" "KEV_0265" "KEV" 2022 "S2" 11.29 10.88 5
"1815" "KEV_0265" "KEV" 2022 "S2" 9.09 8.47 7
"1816" "KEV_0267" "KEV" 2022 "S2" 14.16 12.9 10
"1817" "KEV_0267" "KEV" 2022 "S2" 9.67 10.35 10
"1818" "KEV_0267" "KEV" 2022 "S2" 6.97 7.58 10
"1819" "KEV_0268" "KEV" 2022 "S2" 11.69 10.75 10
"1820" "KEV_0268" "KEV" 2022 "S2" 9.66 8.8 10
"1821" "KEV_0268" "KEV" 2022 "S2" 10.61 8.88 10
"1822" "KEV_0268" "KEV" 2022 "S2" 9.75 6.86 10
"1823" "KEV_0268" "KEV" 2022 "S2" 11.45 9.53 10
"1824" "KEV_0269" "KEV" 2022 "S2" 10.93 9.89 7
"1825" "KEV_0269" "KEV" 2022 "S2" 9.19 7.8 9
"1826" "KEV_0269" "KEV" 2022 "S2" 10.86 8.8 9
"1827" "KEV_0269" "KEV" 2022 "S2" 8.57 8.58 6
"1828" "KEV_0269" "KEV" 2022 "S2" 9.27 8.02 4
"1829" "KEV_0271" "KEV" 2022 "S2" 11.22 6.89 10
"1830" "KEV_0271" "KEV" 2022 "S2" 7.65 4.92 10
"1831" "KEV_0271" "KEV" 2022 "S2" 10.01 9.11 10
"1832" "KEV_0271" "KEV" 2022 "S2" 10.95 8.28 8
"1833" "KEV_0271" "KEV" 2022 "S2" 9.92 8.31 7
"1834" "KEV_0272" "KEV" 2022 "S2" 8.97 9.56 10
"1835" "KEV_0272" "KEV" 2022 "S2" 12.94 12 10
"1836" "KEV_0277" "KEV" 2022 "S2" 10.66 10.71 10
"1837" "KEV_0277" "KEV" 2022 "S2" 12.34 10.42 8
"1838" "KEV_0277" "KEV" 2022 "S2" 7.09 6.61 9
"1839" "KEV_0277" "KEV" 2022 "S2" 8.78 8.37 9
"1840" "KEV_0281" "KEV" 2022 "S2" 6.78 8.34 10
"1841" "KEV_0281" "KEV" 2022 "S2" 9.71 11.78 9
"1842" "KEV_0281" "KEV" 2022 "S2" 7.44 7.27 10
"1843" "KEV_0281" "KEV" 2022 "S2" 7.84 9.33 9
"1844" "KEV_0281" "KEV" 2022 "S2" 8.92 10.91 10
"1845" "KEV_0288" "KEV" 2022 "S2" 13.92 8.99 10
"1846" "KEV_0288" "KEV" 2022 "S2" 12.14 10.12 10
"1847" "KEV_0289" "KEV" 2022 "S2" 9.9 8.71 10
"1848" "KEV_0289" "KEV" 2022 "S2" 9.14 8.31 10
"1849" "KEV_0289" "KEV" 2022 "S2" 9.06 9.55 8
"1850" "KEV_0289" "KEV" 2022 "S2" 10.55 11.67 9
"1851" "KEV_0289" "KEV" 2022 "S2" 8.81 9.7 9
"1852" "KEV_0290" "KEV" 2022 "S2" 10.53 9.43 10
"1853" "KEV_0292" "KEV" 2022 "S2" 5.52 5.85 10
"1854" "KEV_0292" "KEV" 2022 "S2" 5.5 6.66 10
"1855" "KEV_0292" "KEV" 2022 "S2" 5.58 5.08 4
"1856" "KEV_0294" "KEV" 2022 "S2" 9.57 10.83 9
"1857" "KEV_0294" "KEV" 2022 "S2" 8.59 10.2 10
"1858" "KEV_0294" "KEV" 2022 "S2" 6.91 7.65 8
"1859" "KEV_0294" "KEV" 2022 "S2" 9.96 12.55 10
"1860" "KEV_0294" "KEV" 2022 "S2" 7.32 9.09 10
"1861" "KEV_0296" "KEV" 2022 "S2" 9.58 10.06 10
"1862" "KEV_0296" "KEV" 2022 "S2" 11.54 10.14 10
"1863" "KEV_0296" "KEV" 2022 "S2" 10.78 9.5 10
"1864" "KEV_0296" "KEV" 2022 "S2" 11.2 10.75 10
"1865" "KEV_0299" "KEV" 2022 "S2" 10.66 9.71 10
"1866" "KEV_0299" "KEV" 2022 "S2" 8.83 6.01 10
"1867" "KEV_0299" "KEV" 2022 "S2" 7.82 6.7 10
"1868" "KEV_0299" "KEV" 2022 "S2" 10.95 8.65 10
"1869" "KEV_0299" "KEV" 2022 "S2" 7.11 8.23 10
"1870" "KEV_0301" "KEV" 2022 "S2" 10.36 11.25 10
"1871" "KEV_0303" "KEV" 2022 "S2" 12.38 11.24 10
"1872" "KEV_0303" "KEV" 2022 "S2" 7.99 8.27 10
"1873" "KEV_0303" "KEV" 2022 "S2" 9.07 8.84 10
"1874" "KEV_0303" "KEV" 2022 "S2" 14.4 9.53 10
"1875" "KEV_0303" "KEV" 2022 "S2" 10.47 8.82 10
"1876" "KEV_0306" "KEV" 2022 "S2" 8.89 8.77 10
"1877" "KEV_0306" "KEV" 2022 "S2" 7.85 7.6 10
"1878" "KEV_0306" "KEV" 2022 "S2" 6.71 8.35 9
"1879" "KEV_0307" "KEV" 2022 "S2" 10.3 10.06 10
"1880" "KEV_0308" "KEV" 2022 "S2" 12.71 9.37 10
"1881" "KEV_0309" "KEV" 2022 "S1" 14.8 11.5 8
"1882" "KEV_0311" "KEV" 2022 "S2" 9.19 8.05 10
"1883" "KEV_0311" "KEV" 2022 "S2" 8.25 8.28 10
"1884" "KEV_0311" "KEV" 2022 "S2" 9.22 6.95 10
"1885" "KEV_0311" "KEV" 2022 "S2" 9.34 9.21 10
"1886" "KEV_0313" "KEV" 2022 "S2" 10.3 9.53 10
"1887" "KEV_0313" "KEV" 2022 "S2" 11.6 11.53 10
"1888" "KEV_0313" "KEV" 2022 "S2" 6.33 7.14 9
"1889" "KEV_0314" "KEV" 2022 "S2" 11.25 9.24 10
"1890" "KEV_0314" "KEV" 2022 "S2" 10.53 8.14 10
"1891" "KEV_0315" "KEV" 2022 "S2" 8.7 6.8 10
"1892" "KEV_0315" "KEV" 2022 "S2" 8.1 7.46 10
"1893" "KEV_0315" "KEV" 2022 "S2" 7.6 6.34 10
"1894" "KEV_0318" "KEV" 2022 "S2" 12.32 13.12 8
"1895" "KEV_0318" "KEV" 2022 "S2" 10.89 13.23 10
"1896" "KEV_0320" "KEV" 2022 "S2" 11.32 13.36 7
"1897" "KEV_0320" "KEV" 2022 "S2" 10.63 10.61 10
"1898" "KEV_0320" "KEV" 2022 "S2" 9.58 8.74 6
"1899" "KEV_0320" "KEV" 2022 "S2" 10.46 10.82 9
"1900" "KEV_0320" "KEV" 2022 "S2" 9.58 10.47 7
